=== DETALHAMENTO POR BRANCH (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 17:21:19
""
Projeto,Grupo,Branch,Usuários,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA
generic-container-mascaramento-rs,analytics/plataforma-analytics/bvsas,main,1,5,0,0.0,5,100.0
teste-upgrade-7-8-0,gabriel.srocha,main,1,1,0,0.0,1,100.0
scr_crd_pf_egv_ger_bv,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_egv_ger_bv,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
ms-hist-detalhado,data/dados-positivo/exposicao/node,development,2,10,0,0.0,10,100.0
ms-hist-detalhado,data/dados-positivo/exposicao/node,homolog,2,10,0,0.0,10,100.0
ms-hist-detalhado,data/dados-positivo/exposicao/node,main,2,10,0,0.0,10,100.0
default_indtrat,analytics/plataforma-analytics/modelos-indicador/default,homolog,4,10,0,0.0,10,100.0
default_indtrat,analytics/plataforma-analytics/modelos-indicador/default,master,1,1,0,0.0,1,100.0
horus,konduto/mle,main,1,10,0,0.0,10,100.0
dm-negocios,analytics/plataforma-analytics/dags,homolog,2,10,0,0.0,10,100.0
dm-negocios,analytics/plataforma-analytics/dags,main,1,1,0,0.0,1,100.0
api-query-build,tech/site-reliability-engineering/marketing-services/bluebox/site,main,2,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_bullla,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_bullla,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_bulla,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_bulla,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
test_b3aes,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_b3aes,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
default_rndfaixasv3,analytics/plataforma-analytics/modelos-indicador/default,homolog,1,1,0,0.0,1,100.0
default_rndfaixasv3,analytics/plataforma-analytics/modelos-indicador/default,master,1,1,0,0.0,1,100.0
scr_fpd_pf_ger_ger_havan,analytics/plataforma-analytics/modelos-cea/customizado/first_payment_default/2024/pf,homolog,2,10,0,0.0,10,100.0
scr_fpd_pf_ger_ger_havan,analytics/plataforma-analytics/modelos-cea/customizado/first_payment_default/2024/pf,master,2,10,0,0.0,10,100.0
encryption-grpc-service,tech/site-reliability-engineering/jornada-do-cliente/customer-portal,main,4,10,0,0.0,10,100.0
scr_crd_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pj,homolog,4,10,0,0.0,10,100.0
scr_crd_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pj,master,4,10,0,0.0,10,100.0
API SCPC Comunica,recuperacao/negativacao-estrategica,development,1,10,0,0.0,10,100.0
API SCPC Comunica,recuperacao/negativacao-estrategica,homolog,1,10,0,0.0,10,100.0
API SCPC Comunica,recuperacao/negativacao-estrategica,main,1,10,0,0.0,10,100.0
Gráficos de Mercado,modelos-de-mercado,main,1,4,0,0.0,4,100.0
MappingClassEntity,matheus.nsantos,main,2,2,0,0.0,2,100.0
prd-kdt-mysql8-data-us,argocd,master,1,1,0,0.0,1,100.0
Encryption GRPC Proto,jornada-do-cliente/customer-portal,development,1,9,0,0.0,9,100.0
Encryption GRPC Proto,jornada-do-cliente/customer-portal,homolog,1,9,0,0.0,9,100.0
Encryption GRPC Proto,jornada-do-cliente/customer-portal,main,1,9,0,0.0,9,100.0
Encryption GRPC Service,jornada-do-cliente/customer-portal,development,3,10,0,0.0,10,100.0
Encryption GRPC Service,jornada-do-cliente/customer-portal,homolog,3,10,0,0.0,10,100.0
Encryption GRPC Service,jornada-do-cliente/customer-portal,main,3,10,0,0.0,10,100.0
test_predeploy,analytics/plataforma-analytics/modelos-indicador/test,homolog,1,1,0,0.0,1,100.0
test_predeploy,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
default_indicador1,analytics/plataforma-analytics/modelos-indicador/default,homolog,1,1,0,0.0,1,100.0
default_indicador1,analytics/plataforma-analytics/modelos-indicador/default,master,1,1,0,0.0,1,100.0
bvs-toolbox,emanuel.carvalho,master,5,10,0,0.0,10,100.0
portal-frontend,igor.queiroz,homolog,2,10,0,0.0,10,100.0
portal-frontend,igor.queiroz,main,3,10,0,0.0,10,100.0
portal-frontend,igor.queiroz,master,4,10,0,0.0,10,100.0
generic-container-vps-rs,analytics/plataforma-analytics/bvsas,development,1,10,0,0.0,10,100.0
pipeline-cadastral-pj-ingestao-telefone,tech/bigdata/data-engineering/dados-cadastrais-pj,main,1,1,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-telefone,tech/bigdata/data-engineering/dados-cadastrais-pj,master,1,10,0,0.0,10,100.0
API Query Builder,marketing-services/bluebox/site,development,5,10,0,0.0,10,100.0
API Query Builder,marketing-services/bluebox/site,homolog,3,10,0,0.0,10,100.0
API Query Builder,marketing-services/bluebox/site,main,3,10,0,0.0,10,100.0
report-platform-cadeia-societaria-bb,robson.quaresma,main,3,7,0,0.0,7,100.0
multiscore-service,tech/site-reliability-engineering/credit-services/multiscore,main,1,10,0,0.0,10,100.0
indicadores-de-modelos,analytics/modelagem/ferramentas,main,1,1,0,0.0,1,100.0
poc-corporativo,julierme.peixoto,development,1,10,0,0.0,10,100.0
poc-corporativo,julierme.peixoto,homolog,2,2,0,0.0,2,100.0
poc-corporativo,julierme.peixoto,main,2,2,0,0.0,2,100.0
MIS Gerar Indicadores,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
MIS Carregar Arquivo Nada Consta,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
MIS Carregar Arquivo Pagamentos,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
MIS Carregar Arquivo Cartórios,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
MIS Carregar Arquivo Interface,data/protestos-aquisicao/mis,main,1,1,0,0.0,1,100.0
authentication,arthur.sampaio,development,3,10,0,0.0,10,100.0
authentication,arthur.sampaio,homolog,3,10,0,0.0,10,100.0
authentication,arthur.sampaio,main,3,10,0,0.0,10,100.0
Cockpit Web,arthur.sampaio,development,2,10,0,0.0,10,100.0
Cockpit Web,arthur.sampaio,homolog,2,10,0,0.0,10,100.0
Cockpit Web,arthur.sampaio,main,2,10,0,0.0,10,100.0
Portal De Vendas,marcelo.castro,main,2,10,0,0.0,10,100.0
old-score-positivo-xml,cleiton.anjos,master,4,10,0,0.0,10,100.0
Rede Verde Amarela,marcelo.castro,main,2,10,0,0.0,10,100.0
workspace,report-platform-bvs-team,main,1,7,0,0.0,7,100.0
MIS Mapeador Recibos,data/protestos-aquisicao/mis,main,1,2,0,0.0,2,100.0
dw-certificacao,analytics/plataforma-analytics/dags,main,3,10,0,0.0,10,100.0
feature-store-gate,tech/site-reliability-engineering/analytics/plataforma-analytics,main,3,10,0,0.0,10,100.0
scr_crd_pf_documentacao_modelos_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_documentacao_modelos_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,master,1,1,0,0.0,1,100.0
scr_crd_pf_notebook_documentacao_modelos,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_notebook_documentacao_modelos,analytics/plataforma-analytics/modelos-cea/mercado/credito/2024/pf,master,1,1,0,0.0,1,100.0
MIS WEB,data/protestos-aquisicao/mis,main,2,2,0,0.0,2,100.0
pipeline-cadastral-pj-ingestao-fgts,tech/bigdata/data-engineering/dados-cadastrais-pj,main,1,1,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-fgts,tech/bigdata/data-engineering/dados-cadastrais-pj,master,2,10,0,0.0,10,100.0
pipeline-cadastral-pj-ingestao-sintegra-legado,tech/bigdata/data-engineering/dados-cadastrais-pj,main,1,1,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-suframa,tech/bigdata/data-engineering/dados-cadastrais-pj,main,1,1,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-suframa,tech/bigdata/data-engineering/dados-cadastrais-pj,master,2,10,0,0.0,10,100.0
siapba11,tech/site-reliability-engineering/as400-mf/estruturante,main,1,1,0,0.0,1,100.0
test_indicadork1,analytics/plataforma-analytics/modelos-indicador/test,homolog,1,1,0,0.0,1,100.0
test_indicadork1,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
test_indicadork,analytics/plataforma-analytics/modelos-indicador/test,homolog,1,1,0,0.0,1,100.0
test_indicadork,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-sintegra,tech/bigdata/data-engineering/dados-cadastrais-pj,main,1,1,0,0.0,1,100.0
pipeline-cadastral-pj-ingestao-sintegra,tech/bigdata/data-engineering/dados-cadastrais-pj,master,2,10,0,0.0,10,100.0
SIAPBA11,as400-mf/estruturante,development,4,6,0,0.0,6,100.0
SIAPBA11,as400-mf/estruturante,homolog,3,5,0,0.0,5,100.0
SIAPBA11,as400-mf/estruturante,main,1,1,0,0.0,1,100.0
monitoring,estruturantes/cloud-platform,main,1,10,0,0.0,10,100.0
rnd_rpr_pf_class2_v3_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,homolog,3,7,0,0.0,7,100.0
rnd_rpr_pf_class2_v3_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,master,1,1,0,0.0,1,100.0
dataflow-migration-shared,tech/bigdata/platform/cdc/protestos,main,2,2,0,0.0,2,100.0
rnd_rpr_pf_class1_v3_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,homolog,3,8,0,0.0,8,100.0
rnd_rpr_pf_class1_v3_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,master,1,1,0,0.0,1,100.0
rnd_rpr_pf_class1_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,homolog,1,1,0,0.0,1,100.0
rnd_rpr_pf_class1_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2024/pf,master,1,1,0,0.0,1,100.0
Frontend Filtros,marketing-services/bluebox,development,1,1,0,0.0,1,100.0
Frontend Filtros,marketing-services/bluebox,homolog,1,1,0,0.0,1,100.0
Frontend Filtros,marketing-services/bluebox,main,1,1,0,0.0,1,100.0
login-adapter,cleiton.anjos,main,1,10,0,0.0,10,100.0
golden-image,estruturantes/cloud-platform,main,1,4,0,0.0,4,100.0
golden-cli,estruturantes/cloud-platform,main,1,5,0,0.0,5,100.0
ic-box-mock,tech/site-reliability-engineering/credit-services/interconnect,main,2,9,0,0.0,9,100.0
ic-box-mock,credit-services/interconnect,development,3,10,0,0.0,10,100.0
ic-box-mock,credit-services/interconnect,homolog,1,1,0,0.0,1,100.0
ic-box-mock,credit-services/interconnect,main,2,4,0,0.0,4,100.0
test_indicador2,analytics/plataforma-analytics/modelos-indicador/test,homolog,1,1,0,0.0,1,100.0
test_indicador2,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
test_indicador1,analytics/plataforma-analytics/modelos-indicador/test,homolog,1,1,0,0.0,1,100.0
test_indicador1,analytics/plataforma-analytics/modelos-indicador/test,master,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_ger_neon,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ccr_ger_neon,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
job-paid-debts-processor,tech/site-reliability-engineering/marketing-services/bluebox/jobs,main,2,6,0,0.0,6,100.0
test_indicador5,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_indicador5,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
Photon,analytics/modelagem/ferramentas,main,2,10,0,0.0,10,100.0
test_indicador4,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_indicador4,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_bcoorig,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_bcoorig,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,2,10,0,0.0,10,100.0
test_indicador1,function_gitlab_ml_engineering_bot,homolog,1,1,0,0.0,1,100.0
test_indicador1,function_gitlab_ml_engineering_bot,master,1,1,0,0.0,1,100.0
scr_crd_pf_crp_ger_99pay,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_crp_ger_99pay,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,3,7,0,0.0,7,100.0
test_testceasdk,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_testceasdk,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
job paid debts processor,marketing-services/bluebox/jobs,development,3,10,0,0.0,10,100.0
job paid debts processor,marketing-services/bluebox/jobs,homolog,3,10,0,0.0,10,100.0
job paid debts processor,marketing-services/bluebox/jobs,main,2,10,0,0.0,10,100.0
test_indicador3,function_gitlab_ml_engineering_bot,homolog,1,1,0,0.0,1,100.0
test_indicador3,function_gitlab_ml_engineering_bot,master,1,1,0,0.0,1,100.0
test_indicador3,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_indicador3,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_credpago,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_credpago,analytics/plataforma-analytics/modelos-cea/customizado/credito/2024/pf,master,2,10,0,0.0,10,100.0
ingress-gateway,tech/site-reliability-engineering/credit-services/adapters,main,1,10,0,0.0,10,100.0
test_indicador2,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_indicador2,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
test_indicador1,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_indicador1,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
login-adapter,tech/site-reliability-engineering/credit-services/adapters,main,2,10,0,0.0,10,100.0
string-adapter,tech/site-reliability-engineering/credit-services/adapters,main,2,10,0,0.0,10,100.0
model-monitor-management,tech/site-reliability-engineering/analytics/monitoramento,main,3,10,0,0.0,10,100.0
File,cleiton.anjos,main,1,10,0,0.0,10,100.0
test_indicadores1,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_indicadores1,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
pipeline-pessoa-estado_civil,tech/bigdata/data-engineering/treinamento-delorean,main,1,1,0,0.0,1,100.0
pipeline-pessoa-grau_instrucao,tech/bigdata/data-engineering/treinamento-delorean,main,1,1,0,0.0,1,100.0
pipeline-pessoa-endereco,tech/bigdata/data-engineering/treinamento-delorean,main,1,1,0,0.0,1,100.0
sdk-python-ignite-lite,analytics/analytika,development,2,10,0,0.0,10,100.0
sdk-python-ignite-lite,analytics/analytika,homolog,2,10,0,0.0,10,100.0
sdk-python-ignite-lite,analytics/analytika,main,3,10,0,0.0,10,100.0
pipeline-pessoa-email,tech/bigdata/data-engineering/treinamento-delorean,main,1,1,0,0.0,1,100.0
test_modeltemp1,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_modeltemp1,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
util-commands,gabriel.srocha,main,1,6,0,0.0,6,100.0
siapbc71,tech/site-reliability-engineering/as400-mf/estruturante,main,2,2,0,0.0,2,100.0
teste,report-platform-bvs-team,main,1,2,0,0.0,2,100.0
protesto-web-rest,marcello.jose,main,2,10,0,0.0,10,100.0
ICBOX Mocks,fernando.soares,main,1,2,0,0.0,2,100.0
report-platform-products-bridge,welly.mayara,main,4,10,0,0.0,10,100.0
Siapbc71,as400-mf/estruturante,development,1,1,0,0.0,1,100.0
Siapbc71,as400-mf/estruturante,homolog,1,1,0,0.0,1,100.0
Siapbc71,as400-mf/estruturante,main,1,1,0,0.0,1,100.0
metrics-maven-lib,analytics/plataforma-analytics/bvsas,development,2,10,0,0.0,10,100.0
metrics-maven-lib,analytics/plataforma-analytics/bvsas,homolog,2,10,0,0.0,10,100.0
metrics-maven-lib,analytics/plataforma-analytics/bvsas,main,2,10,0,0.0,10,100.0
feature-store-gate,analytics/plataforma-analytics,development,5,10,0,0.0,10,100.0
feature-store-gate,analytics/plataforma-analytics,homolog,5,10,0,0.0,10,100.0
feature-store-gate,analytics/plataforma-analytics,main,5,10,0,0.0,10,100.0
login-adapter,credit-services/adapters,development,2,10,0,0.0,10,100.0
login-adapter,credit-services/adapters,homolog,2,10,0,0.0,10,100.0
login-adapter,credit-services/adapters,main,1,10,0,0.0,10,100.0
string-adapter,adapters,main,1,1,0,0.0,1,100.0
json-path,konduto/dependencies,master,4,10,0,0.0,10,100.0
ingress-gateway,credit-services/adapters,development,2,10,0,0.0,10,100.0
ingress-gateway,credit-services/adapters,homolog,2,10,0,0.0,10,100.0
ingress-gateway,credit-services/adapters,main,2,10,0,0.0,10,100.0
Workspace,welly.mayara,main,2,10,0,0.0,10,100.0
string-adapter,credit-services/adapters,development,3,10,0,0.0,10,100.0
string-adapter,credit-services/adapters,homolog,3,10,0,0.0,10,100.0
string-adapter,credit-services/adapters,main,3,10,0,0.0,10,100.0
ms-model-monitor-management,tech/site-reliability-engineering/analytics/monitoramento,main,2,10,0,0.0,10,100.0
bda-cdc-mig-bvs-data-us,argocd,master,2,3,0,0.0,3,100.0
Siacloud frontend,renato.pina,development,3,10,0,0.0,10,100.0
api-consulta-dados-cadastrais,willians.martinez,main,1,10,0,0.0,10,100.0
apigee-temporary-cli,api-bvs/ci-cd,main,2,9,0,0.0,9,100.0
rta-api-data-sp,argocd,master,3,10,0,0.0,10,100.0
socket-proxy-data-sp,argocd,master,3,10,0,0.0,10,100.0
test-data,anderson.friaca,main,1,1,0,0.0,1,100.0
test_baseseguros,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_baseseguros,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
dag-reference-data-and-vp-categories,analytics/plataforma-analytics/mis,development,2,10,0,0.0,10,100.0
dag-reference-data-and-vp-categories,analytics/plataforma-analytics/mis,homolog,1,10,0,0.0,10,100.0
dag-reference-data-and-vp-categories,analytics/plataforma-analytics/mis,main,2,10,0,0.0,10,100.0
area-de-transferencia-tmp,as400-mf/grp-tmp-accelator,main,1,4,0,0.0,4,100.0
Crypto,anderson.friaca,main,1,2,0,0.0,2,100.0
protesto-web-application,marcello.jose,development,3,3,0,0.0,3,100.0
protesto-web-application,marcello.jose,homolog,3,3,0,0.0,3,100.0
protesto-web-application,marcello.jose,main,3,3,0,0.0,3,100.0
protesto-web-application,marcello.jose,master,3,10,0,0.0,10,100.0
franklin-tmp,franklin.ffranca,main,1,3,0,0.0,3,100.0
cdc-protestos-migration-shared-db,tech/bigdata/platform/iac-databases/protestos,main,1,1,0,0.0,1,100.0
Files Apps,caio.alves,main,2,10,0,0.0,10,100.0
siapo433,tech/site-reliability-engineering/as400-mf/consumo/acelerador,main,2,2,0,0.0,2,100.0
spcpb161-produtos-sp,argocd,master,1,1,0,0.0,1,100.0
FRONT - ICBOX PF,igor.queiroz,development,2,10,0,0.0,10,100.0
FRONT - ICBOX PF,igor.queiroz,homolog,1,1,0,0.0,1,100.0
FRONT - ICBOX PF,igor.queiroz,main,1,1,0,0.0,1,100.0
Siapo433,as400-mf/consumo/acelerador,development,1,1,0,0.0,1,100.0
Siapo433,as400-mf/consumo/acelerador,homolog,1,1,0,0.0,1,100.0
Siapo433,as400-mf/consumo/acelerador,main,1,1,0,0.0,1,100.0
cdc-protestos-migration-shared-tf,tech/bigdata/platform/cdc/protestos,main,1,10,0,0.0,10,100.0
spcpb160-produtos-sp,argocd,master,1,1,0,0.0,1,100.0
BFF - ICBOX PF,igor.queiroz,development,3,8,0,0.0,8,100.0
BFF - ICBOX PF,igor.queiroz,homolog,1,1,0,0.0,1,100.0
BFF - ICBOX PF,igor.queiroz,main,1,1,0,0.0,1,100.0
siasetmi-produtos-sp,argocd,master,1,1,0,0.0,1,100.0
scr_sin_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/sinistro/2024/pf,homolog,3,6,0,0.0,6,100.0
scr_sin_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/sinistro/2024/pf,master,3,7,0,0.0,7,100.0
spcpb160,tech/site-reliability-engineering/as400-mf/ingestao,main,2,3,0,0.0,3,100.0
spcpb161,tech/site-reliability-engineering/as400-mf/ingestao,main,2,2,0,0.0,2,100.0
