=== DETALHAMENTO POR BRANCH (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 17:21:19
""
Projeto,Grupo,Branch,Usuários,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA
scr_sin_pf_ccr_ger_cea,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
da-function-rais,luis.souza,development,1,1,0,0.0,1,100.0
da-function-rais,luis.souza,homolog,1,1,0,0.0,1,100.0
da-function-rais,luis.souza,main,1,1,0,0.0,1,100.0
batch_histcred_process,tech/site-reliability-engineering/data/dados-positivo/entrada/cadpos_batch/historico_credito,master,3,10,0,0.0,10,100.0
di-api-rais,tech/site-reliability-engineering/data/dados-inovacao/api,master,2,10,0,0.0,10,100.0
fat_rpr_pf_vei_ger_study,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2023/pf,homolog,1,1,0,0.0,1,100.0
fat_rpr_pf_vei_ger_study,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2023/pf,master,1,1,0,0.0,1,100.0
valida-cartao,tech/site-reliability-engineering/marketing-services/valida-id,master,1,10,0,0.0,10,100.0
fat_bhv_pf_ger_ger_study,analytics/plataforma-analytics/modelos-cea/mercado/behaviour/2023/pf,homolog,1,1,0,0.0,1,100.0
fat_bhv_pf_ger_ger_study,analytics/plataforma-analytics/modelos-cea/mercado/behaviour/2023/pf,master,1,1,0,0.0,1,100.0
batch_file_watcher,tech/site-reliability-engineering/data/dados-positivo/entrada/cadpos_batch,master,3,10,0,0.0,10,100.0
valida-cartao,marketing-services/valida-id,development,5,10,0,0.0,10,100.0
valida-cartao,marketing-services/valida-id,homolog,5,10,0,0.0,10,100.0
valida-cartao,marketing-services/valida-id,main,3,10,0,0.0,10,100.0
Data Booster,recuperacao/negativacao-estrategica,development,2,10,0,0.0,10,100.0
Data Booster,recuperacao/negativacao-estrategica,homolog,2,10,0,0.0,10,100.0
Data Booster,recuperacao/negativacao-estrategica,main,2,10,0,0.0,10,100.0
plataforma,argocd,master,2,10,0,0.0,10,100.0
rnd_rpr_pf_ger_ger_sicrediclass,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
rnd_rpr_pf_ger_ger_sicrediclass,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
study_limite,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
study_limite,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
Applogger,rodolfo.oliveira,main,2,10,0,0.0,10,100.0
test_python_print,gabriel.srocha,development,2,10,0,0.0,10,100.0
test_python_print,gabriel.srocha,main,1,10,0,0.0,10,100.0
centralizador-faturamento,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,master,4,8,0,0.0,8,100.0
di-api-rais,data/dados-inovacao/api,development,1,10,0,0.0,10,100.0
di-api-rais,data/dados-inovacao/api,homolog,1,10,0,0.0,10,100.0
di-api-rais,data/dados-inovacao/api,main,1,10,0,0.0,10,100.0
plataformas-gateway,tech/site-reliability-engineering/credit-services/plataforma,main,1,2,0,0.0,2,100.0
da-function-rais,data/dados-inovacao/archive/batch,development,1,10,0,0.0,10,100.0
da-function-rais,data/dados-inovacao/archive/batch,homolog,1,10,0,0.0,10,100.0
da-function-rais,data/dados-inovacao/archive/batch,main,1,1,0,0.0,1,100.0
plataformas,argocd,master,2,10,0,0.0,10,100.0
study_studyphotonmla,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
study_studyphotonmla,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
Vault,estruturantes/devsecjourney,development,1,10,0,0.0,10,100.0
Vault,estruturantes/devsecjourney,main,1,5,0,0.0,5,100.0
beans-acpo129,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo129,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo129,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo123,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo123,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo123,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
study_studyphotonlcs,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
study_studyphotonlcs,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
beans-acpo122,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo122,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo122,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo121,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo121,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo121,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo118,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo118,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo118,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo117,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo117,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo117,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo115,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,4,5,0,0.0,5,100.0
beans-acpo115,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,4,5,0,0.0,5,100.0
beans-acpo115,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,4,5,0,0.0,5,100.0
beans-acpo113,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,4,4,0,0.0,4,100.0
beans-acpo113,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,4,4,0,0.0,4,100.0
beans-acpo113,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,4,4,0,0.0,4,100.0
beans-acpo110,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo110,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo110,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo109,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,4,5,0,0.0,5,100.0
beans-acpo109,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,4,5,0,0.0,5,100.0
beans-acpo109,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,4,5,0,0.0,5,100.0
beans-acpo108,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo108,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo108,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo107,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,5,6,0,0.0,6,100.0
beans-acpo107,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,5,6,0,0.0,6,100.0
beans-acpo107,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,5,6,0,0.0,6,100.0
beans-acpo105,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo105,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo105,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
job-retorno-faturamento,tech/site-reliability-engineering/marketing-services/bluebox/jobs,main,3,10,0,0.0,10,100.0
beans-acpo103,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo103,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo103,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
beans-acpo112,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,5,0,0.0,5,100.0
beans-acpo112,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,5,0,0.0,5,100.0
beans-acpo112,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,5,0,0.0,5,100.0
beans-acpo101,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo101,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo101,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
bvc,argocd,master,3,10,0,0.0,10,100.0
api-scpc,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,master,3,10,0,0.0,10,100.0
beans-acpo111,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,10,0,0.0,10,100.0
beans-acpo111,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,10,0,0.0,10,100.0
beans-acpo111,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,10,0,0.0,10,100.0
beans-acpo102,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,development,3,3,0,0.0,3,100.0
beans-acpo102,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,homolog,3,3,0,0.0,3,100.0
beans-acpo102,data/dados-positivo/entrada/cadpos_batch/batch_libs/batch_jaxb_beans_sg,main,3,3,0,0.0,3,100.0
aa360,backoffice/rpa,development,3,10,0,0.0,10,100.0
aa360,backoffice/rpa,main,2,8,0,0.0,8,100.0
billing-e-variacao-de-consumo,tech/site-reliability-engineering/tech/others,master,2,10,0,0.0,10,100.0
teste-push,felipe.simone,main,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_boticariodeploy,analytics/plataforma-analytics/modelos-cea,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_boticariodeploy,analytics/plataforma-analytics/modelos-cea,master,2,10,0,0.0,10,100.0
scr_crd_pf_vei_ger_gm,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_vei_ger_gm,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
dynatrace,argocd,master,1,10,0,0.0,10,100.0
As400dados,tr_mnakahara,development,4,7,0,0.0,7,100.0
As400dados,tr_mnakahara,main,4,6,0,0.0,6,100.0
teste-conexao-socket,recuperacao/negativacao-estrategica/labs,main,2,2,0,0.0,2,100.0
process-control-pipe,tech/site-reliability-engineering/analytics/plataforma-analytics,main,1,3,0,0.0,3,100.0
As400dev,tr_mnakahara,development,1,1,0,0.0,1,100.0
As400dev,tr_mnakahara,main,4,10,0,0.0,10,100.0
study_demoesteira,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
study_demoesteira,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
bff-frontend,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,5,10,0,0.0,10,100.0
ms-dispute,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,2,10,0,0.0,10,100.0
ms-passage,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,4,10,0,0.0,10,100.0
ms-contracts,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,3,10,0,0.0,10,100.0
portal-transacional-service,tech/site-reliability-engineering/jornada-do-cliente/customer-portal,master,1,10,0,0.0,10,100.0
ms-blocks,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,3,10,0,0.0,10,100.0
scr_crd_pf_deploy_advanced_debug,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_deploy_advanced_debug,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
beneficios-bot-function,douglas.santos,homolog,3,10,0,0.0,10,100.0
beneficios-bot-function,douglas.santos,master,2,10,0,0.0,10,100.0
scr_crd_pf_vei_ger_bvleves2,analytics/plataforma-analytics/modelos-cea,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_vei_ger_bvleves2,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_test_advanv2,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_test_advanv2,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
api-marketing-solutions,api-bvs/produtos-incentivados/v1,development,3,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_bvleves,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_bvleves,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
beneficios-bot-function,hugo.holanda,homolog,3,10,0,0.0,10,100.0
beneficios-bot-function,hugo.holanda,master,2,10,0,0.0,10,100.0
enrichment-process,analytics/plataforma-analytics,development,5,10,0,0.0,10,100.0
enrichment-process,analytics/plataforma-analytics,homolog,5,10,0,0.0,10,100.0
enrichment-process,analytics/plataforma-analytics,main,5,10,0,0.0,10,100.0
acoes-xml-reader,tech/bigdata/data-engineering/acoes,development,3,10,0,0.0,10,100.0
acoes-xml-reader,tech/bigdata/data-engineering/acoes,master,5,10,0,0.0,10,100.0
portal-de-vendas,portais,development,4,10,0,0.0,10,100.0
portal-de-vendas,portais,homolog,5,10,0,0.0,10,100.0
portal-de-vendas,portais,main,6,10,0,0.0,10,100.0
report,estruturantes/devsecjourney/cockpit/backend,development,1,1,0,0.0,1,100.0
report,estruturantes/devsecjourney/cockpit/backend,homolog,1,1,0,0.0,1,100.0
report,estruturantes/devsecjourney/cockpit/backend,main,1,1,0,0.0,1,100.0
pipeline-cheques-historica,tech/bigdata/data-engineering/cheques,main,1,1,0,0.0,1,100.0
pipeline-cheques-historica,tech/bigdata/data-engineering/cheques,master,1,10,0,0.0,10,100.0
authentication,estruturantes/devsecjourney/cockpit/backend,development,4,10,0,0.0,10,100.0
authentication,estruturantes/devsecjourney/cockpit/backend,homolog,4,10,0,0.0,10,100.0
authentication,estruturantes/devsecjourney/cockpit/backend,main,4,10,0,0.0,10,100.0
Cockpit Web,estruturantes/devsecjourney/cockpit/frontend,development,2,10,0,0.0,10,100.0
Cockpit Web,estruturantes/devsecjourney/cockpit/frontend,homolog,2,10,0,0.0,10,100.0
Cockpit Web,estruturantes/devsecjourney/cockpit/frontend,main,2,10,0,0.0,10,100.0
report-platform-client-update,tech/site-reliability-engineering/report-platform/auth-server,master,4,10,0,0.0,10,100.0
frontend-dashboards,tech/site-reliability-engineering/marketing-services/bluebox/site,master,4,7,0,0.0,7,100.0
Modulo Base Wordpress k8s,jonas.eduardo,development,5,10,0,0.0,10,100.0
Modulo Base Wordpress k8s,jonas.eduardo,homolog,5,10,0,0.0,10,100.0
Modulo Base Wordpress k8s,jonas.eduardo,main,4,10,0,0.0,10,100.0
metadatas,estruturantes/devsecjourney/cockpit/backend,development,2,10,0,0.0,10,100.0
metadatas,estruturantes/devsecjourney/cockpit/backend,homolog,2,10,0,0.0,10,100.0
metadatas,estruturantes/devsecjourney/cockpit/backend,main,2,10,0,0.0,10,100.0
awx-us,argocd,master,3,5,0,0.0,5,100.0
report-platform-client-update,report-platform/auth-server,development,2,10,0,0.0,10,100.0
report-platform-client-update,report-platform/auth-server,homolog,2,10,0,0.0,10,100.0
report-platform-client-update,report-platform/auth-server,main,1,1,0,0.0,1,100.0
report-platform-auth-server-adm,tech/site-reliability-engineering/report-platform/auth-server,main,3,10,0,0.0,10,100.0
report-platform-auth-server-adm,report-platform/auth-server,development,1,10,0,0.0,10,100.0
report-platform-auth-server-adm,report-platform/auth-server,homolog,1,10,0,0.0,10,100.0
report-platform-auth-server-adm,report-platform/auth-server,main,1,10,0,0.0,10,100.0
backtest-process,analytics/plataforma-analytics,development,4,10,0,0.0,10,100.0
aws-consulta-cadastro,tech/site-reliability-engineering/data/dados-cadastrais,master,1,10,0,0.0,10,100.0
feature-state,analytics/plataforma-analytics,development,3,10,0,0.0,10,100.0
feature-state,analytics/plataforma-analytics,homolog,3,10,0,0.0,10,100.0
feature-state,analytics/plataforma-analytics,main,3,10,0,0.0,10,100.0
proj_bvc,paulo.garcia,main,1,10,0,0.0,10,100.0
process-control,analytics/plataforma-analytics,development,4,10,0,0.0,10,100.0
process-control,analytics/plataforma-analytics,homolog,4,10,0,0.0,10,100.0
process-control,analytics/plataforma-analytics,main,4,10,0,0.0,10,100.0
integration-tests,analytics/plataforma-analytics,development,1,10,0,0.0,10,100.0
integration-tests,analytics/plataforma-analytics,homolog,2,10,0,0.0,10,100.0
integration-tests,analytics/plataforma-analytics,main,2,10,0,0.0,10,100.0
Devspace,estruturantes/devsecjourney/jornada-do-desenvolvedor,development,1,1,0,0.0,1,100.0
Devspace,estruturantes/devsecjourney/jornada-do-desenvolvedor,main,1,1,0,0.0,1,100.0
mis-cloud-cost-monitoring,analytics/plataforma-analytics/mis,main,3,10,0,0.0,10,100.0
template,analytics/plataforma-analytics/rta-config,main,1,10,0,0.0,10,100.0
ms-subscriptions,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,3,10,0,0.0,10,100.0
beneficios-bot-function,luis.souza,homolog,3,10,0,0.0,10,100.0
beneficios-bot-function,luis.souza,master,3,10,0,0.0,10,100.0
pipelines,devsecopsyaman/template,main,1,6,0,0.0,6,100.0
model-monitor-v2,analytics/monitoramento,development,5,10,0,0.0,10,100.0
model-monitor-v2,analytics/monitoramento,homolog,5,10,0,0.0,10,100.0
model-monitor-v2,analytics/monitoramento,main,5,10,0,0.0,10,100.0
score-qa,tech/quality-assurance/report-platform/score,development,4,10,0,0.0,10,100.0
score-qa,tech/quality-assurance/report-platform/score,homolog,4,10,0,0.0,10,100.0
score-qa,tech/quality-assurance/report-platform/score,main,3,10,0,0.0,10,100.0
node_reactjs,estruturantes/devsecjourney/templates,development,3,6,0,0.0,6,100.0
node_reactjs,estruturantes/devsecjourney/templates,homolog,2,5,0,0.0,5,100.0
node_reactjs,estruturantes/devsecjourney/templates,main,2,5,0,0.0,5,100.0
Plugins Wordpress Rede Verde Amarela ,portais,main,1,1,0,0.0,1,100.0
acerta-negativo-web,thullyo.castilho,development,3,10,0,0.0,10,100.0
acerta-negativo-web,thullyo.castilho,homolog,3,10,0,0.0,10,100.0
acerta-negativo-web,thullyo.castilho,main,3,10,0,0.0,10,100.0
SonarLint,estruturantes/devsecjourney/jornada-do-desenvolvedor,development,1,2,0,0.0,2,100.0
SonarLint,estruturantes/devsecjourney/jornada-do-desenvolvedor,main,1,2,0,0.0,2,100.0
data-service,migracao-as400/sistemas,development,3,10,0,0.0,10,100.0
data-service,migracao-as400/sistemas,homolog,3,10,0,0.0,10,100.0
data-service,migracao-as400/sistemas,main,3,10,0,0.0,10,100.0
bvs-gmud-ic,estruturantes/cloud-platform,master,4,10,0,0.0,10,100.0
rnd_rpr_pf_ren_ger_bvsdeploy,analytics/plataforma-analytics/modelos-cea,homolog,3,10,0,0.0,10,100.0
rnd_rpr_pf_ren_ger_bvsdeploy,analytics/plataforma-analytics/modelos-cea,master,3,10,0,0.0,10,100.0
portal-backoffice-frontend,backoffice/portais,development,3,10,0,0.0,10,100.0
portal-backoffice-frontend,backoffice/portais,homolog,3,10,0,0.0,10,100.0
portal-backoffice-frontend,backoffice/portais,main,1,1,0,0.0,1,100.0
frontend-meus-pedidos,tech/site-reliability-engineering/marketing-services/bluebox/site,master,3,5,0,0.0,5,100.0
acerta-negativo-web,devsecopsyaman,development,2,4,0,0.0,4,100.0
acerta-negativo-web,devsecopsyaman,main,2,2,0,0.0,2,100.0
rnd_rpr_pf_ren_ger_bvs,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
rnd_rpr_pf_ren_ger_bvs,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
skaffold,estruturantes/devsecjourney/jornada-do-desenvolvedor,development,2,5,0,0.0,5,100.0
skaffold,estruturantes/devsecjourney/jornada-do-desenvolvedor,main,2,5,0,0.0,5,100.0
dados-cadastrais,argocd,master,4,10,0,0.0,10,100.0
business-rules,analytics/plataforma-analytics/bvsas,development,3,5,0,0.0,5,100.0
business-rules,analytics/plataforma-analytics/bvsas,main,1,1,0,0.0,1,100.0
test_onboarding,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
test_onboarding,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
base-cadastral-api,tech/site-reliability-engineering/data/dados-cadastrais,master,1,10,0,0.0,10,100.0
bvs-cloud-functions2,tech/architecture/terraform-modules-group,main,2,4,0,0.0,4,100.0
bda-msv-fte-nd-core-platform,tech/site-reliability-engineering/tech/bigdata/eip/platform/core-v1/services/platform-manager/internal/core/front,main,3,7,0,0.0,7,100.0
tutorial_deploy,analytics/plataforma-analytics/ml_automations,main,1,1,0,0.0,1,100.0
bda-msv-bke-qk-core-platform,tech/site-reliability-engineering/tech/bigdata/eip/platform/core-v1/services/platform-manager/internal/core/back,main,3,10,0,0.0,10,100.0
scr_crd_pf_ccr_ger_midway,analytics/plataforma-analytics/modelos-cea,homolog,3,10,0,0.0,10,100.0
scr_crd_pf_ccr_ger_midway,analytics/plataforma-analytics/modelos-cea,master,3,10,0,0.0,10,100.0
test_testevenv,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
test_testevenv,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
scr_bhv_pf_ccr_ger_testsdkv10,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_bhv_pf_ccr_ger_testsdkv10,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
pipeline-acoes-falencia,tech/bigdata/data-engineering/acoes/data-services-batch,main,1,1,0,0.0,1,100.0
rede-verde-amarela,argocd,master,6,10,0,0.0,10,100.0
acerta-negativo-contrato,devsecopsyaman,development,1,10,0,0.0,10,100.0
acerta-negativo-contrato,devsecopsyaman,main,1,1,0,0.0,1,100.0
acerta-negativo-ejb,devsecopsyaman,development,2,10,0,0.0,10,100.0
acerta-negativo-ejb,devsecopsyaman,main,1,1,0,0.0,1,100.0
api-mvp-acoes-despejo,tech/site-reliability-engineering/marketing-services/bluebox,master,3,6,0,0.0,6,100.0
Rede Verde Amarela  GKE,portais,development,5,10,0,0.0,10,100.0
Rede Verde Amarela  GKE,portais,homolog,6,10,0,0.0,10,100.0
Rede Verde Amarela  GKE,portais,main,5,10,0,0.0,10,100.0
cockpit,argocd,master,2,10,0,0.0,10,100.0
mlautomations,argocd,master,3,10,0,0.0,10,100.0
parelilizacao-gke-autoe,tech/site-reliability-engineering/analytics/plataforma-analytics/bvsas,master,2,5,0,0.0,5,100.0
scr_bhv_pf_ger_ger_testsdkv11,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_bhv_pf_ger_ger_testsdkv11,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
Portal Transacional Service,jornada-do-cliente/customer-portal,development,4,10,0,0.0,10,100.0
Portal Transacional Service,jornada-do-cliente/customer-portal,homolog,4,10,0,0.0,10,100.0
Portal Transacional Service,jornada-do-cliente/customer-portal,main,4,10,0,0.0,10,100.0
test_teste1,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
test_teste1,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
test_poc,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
test_poc,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
konduto-valida-id,argocd,master,4,10,0,0.0,10,100.0
pws,roberto.borgues,main,1,2,0,0.0,2,100.0
pws,layerpwl,main,2,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_bradesco,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_bradesco,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
Rede Verde Amarela,tech/site-reliability-engineering/jornada-do-cliente/portais,main,1,10,0,0.0,10,100.0
ms-sources,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,3,10,0,0.0,10,100.0
scr_crd_pf_ccr_ger_bcopan,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_ger_bcopan,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
api-mvp-job-atualizador-atributos,tech/site-reliability-engineering/marketing-services/bluebox,master,1,10,0,0.0,10,100.0
test_testedeployml,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
test_testedeployml,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_ger_advtestv9,analytics/plataforma-analytics/modelos-cea,homolog,4,10,0,0.0,10,100.0
scr_crd_pf_ccr_ger_advtestv9,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
ms-company,tech/site-reliability-engineering/data/dados-positivo/exposicao/node,master,2,10,0,0.0,10,100.0
dag_target_quality,guilherme.pazian,main,2,10,0,0.0,10,100.0
test_testedeploy,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
test_testedeploy,analytics/plataforma-analytics/modelos-cea,master,1,1,0,0.0,1,100.0
bda-msv-fte-nd-auth,tech/site-reliability-engineering/tech/bigdata/eip/platform/core-v1/services/platform-manager/internal/security/front,main,3,10,0,0.0,10,100.0
test_testededeploy,analytics/plataforma-analytics/modelos-cea,homolog,1,1,0,0.0,1,100.0
