Project Name,Total Commits,AI Copilot Commits,AI Copilot %,AI Manual Commits,AI Manual %,No AI Commits,No AI %
Documentacao-De-Variaveis,0,0,0,0,0,0,0
pipeline-exportacao-multiscore,65,0,0.0,0,0.0,65,100.0
pipeline-load-multiscore,100,0,0.0,0,0.0,100,100.0
vps-feature-tools,4,0,0.0,0,0.0,4,100.0
test-remote-exec,32,0,0.0,0,0.0,32,100.0
template-repo,1,0,0.0,0,0.0,1,100.0
Documentacao De Variaveis,0,0,0,0,0,0,0
poc-batch-detalhado,1,0,0.0,0,0.0,1,100.0
backoffice-isbvs-api,1,0,0.0,0,0.0,1,100.0
bvsas-fluxo-caixa-open-banking,1,0,0.0,0,0.0,1,100.0
function-payload-anonymization,38,0,0.0,0,0.0,38,100.0
valida-id,0,0,0,0,0,0,0
Fast_Semear,100,0,0.0,0,0.0,100,100.0
beans-acpo105,0,0,0,0,0,0,0
ai-models-predictor,41,0,0.0,0,0.0,41,100.0
function-ai-models-deploy,54,0,0.0,0,0.0,54,100.0
Teste Execução Remota,1,0,0.0,0,0.0,1,100.0
docker-runner-test,18,0,0.0,0,0.0,18,100.0
PERF SDA MODEL,1,0,0.0,0,0.0,1,100.0
alex-terraform,100,0,0.0,0,0.0,100,100.0
bvsas-poc-modelagem,1,0,0.0,0,0.0,1,100.0
cassandra-bigtable-ifs,51,0,0.0,0,0.0,51,100.0
Fast Model,54,0,0.0,0,0.0,54,100.0
testerepomodelov1,0,0,0,0,0,0,0
quantico-clientes,18,0,0.0,0,0.0,18,100.0
pipeline-alternativos,1,0,0.0,0,0.0,1,100.0
dataflow-extrator-score-status,38,0,0.0,0,0.0,38,100.0
define-negativo-ejb,7,0,0.0,0,0.0,7,100.0
Semear,100,0,0.0,0,0.0,100,100.0
sketch-analytics-dashboard,1,0,0.0,0,0.0,1,100.0
Policies,0,0,0,0,0,0,0
Bluebox Frontend Landing Page,100,0,0.0,0,0.0,100,100.0
bvsas-vps-open-banking-1,1,0,0.0,0,0.0,1,100.0
bvs-composer,57,0,0.0,0,0.0,57,100.0
pipeline-gera-retorno,6,0,0.0,0,0.0,6,100.0
README Template,2,0,0.0,0,0.0,2,100.0
dataprep-stream,3,0,0.0,0,0.0,3,100.0
test-support,7,0,0.0,0,0.0,7,100.0
beans-acpo103,0,0,0,0,0,0,0
veracode-docker-image-nodejs,4,0,0.0,0,0.0,4,100.0
dag-dados-cadastrais-dashboard-cea,12,0,0.0,0,0.0,12,100.0
blacklist-CEMS,18,0,0.0,0,0.0,18,100.0
aceite-eletronico,3,0,0.0,0,0.0,3,100.0
wpp-cems,1,0,0.0,0,0.0,1,100.0
picpay_sim,5,0,0.0,0,0.0,5,100.0
Teste,0,0,0,0,0,0,0
m-product,4,0,0.0,0,0.0,4,100.0
exportacao,3,0,0.0,0,0.0,3,100.0
istio 2.0,100,0,0.0,0,0.0,100,100.0
portal-de-aprovacoes,7,0,0.0,0,0.0,7,100.0
PBot Recaptcha Gateway,2,0,0.0,0,0.0,2,100.0
configs,7,0,0.0,0,0.0,7,100.0
api-tubo,1,0,0.0,0,0.0,1,100.0
Inf de Negados,100,0,0.0,0,0.0,100,100.0
ProxyReverso,2,0,0.0,0,0.0,2,100.0
pipeline-export-multiscore,65,0,0.0,0,0.0,65,100.0
pbot-ai-others,2,0,0.0,0,0.0,2,100.0
pbot-ai-taxi,2,0,0.0,0,0.0,2,100.0
pbot-ai-stairs,2,0,0.0,0,0.0,2,100.0
pbot-ai-palm,2,0,0.0,0,0.0,2,100.0
pbot-ai-crosswalk,5,0,0.0,0,0.0,5,100.0
credit-services-config-server,38,0,0.0,0,0.0,38,100.0
pbot-ai-chimney,2,0,0.0,0,0.0,2,100.0
API-Template,2,0,0.0,0,0.0,2,100.0
jaxb-beans,0,0,0,0,0,0,0
pbot-ai-bridge,3,0,0.0,0,0.0,3,100.0
m-score,1,0,0.0,0,0.0,1,100.0
cadastro-anvisa-service-ejb,1,0,0.0,0,0.0,1,100.0
template-ci,100,0,0.0,0,0.0,100,100.0
teste-airflow,10,0,0.0,0,0.0,10,100.0
pipeline_antifraude,91,0,0.0,0,0.0,91,100.0
veracode-docker-image-php,6,0,0.0,0,0.0,6,100.0
ygor_develop,3,0,0.0,0,0.0,3,100.0
aceitacao,41,0,0.0,0,0.0,41,100.0
m-catalog,22,0,0.0,0,0.0,22,100.0
acesso-facil,3,0,0.0,0,0.0,3,100.0
Google Project,1,0,0.0,0,0.0,1,100.0
Book_Claro,61,0,0.0,0,0.0,61,100.0
backup etl,3,0,0.0,0,0.0,3,100.0
backup catavancada,52,0,0.0,0,0.0,52,100.0
backup modelo veiculos,55,0,0.0,0,0.0,55,100.0
Santander_AbConta,77,0,0.0,0,0.0,77,100.0
Santander_Bens_Veiculos_Final,100,0,0.0,0,0.0,100,100.0
Modelo_Renner_2021,0,0,0,0,0,0,0
Renner 2021,0,0,0,0,0,0,0
dataflow-onpremises-to-gcp-score,24,0,0.0,0,0.0,24,100.0
java,100,0,0.0,0,0.0,100,100.0
ms-vendor-bvs,1,0,0.0,0,0.0,1,100.0
ms-vendor,1,0,0.0,0,0.0,1,100.0
pseudo-anonimizacao,3,0,0.0,0,0.0,3,100.0
teste-java-spring,1,0,0.0,0,0.0,1,100.0
acerta-cadastro-positivo-lib,58,0,0.0,0,0.0,58,100.0
auditoria-consulta-service,3,0,0.0,0,0.0,3,100.0
nasify-java-spring,34,0,0.0,0,0.0,34,100.0
ms-mktplace,1,0,0.0,0,0.0,1,100.0
ms-positive,1,0,0.0,0,0.0,1,100.0
wpbot_scale,10,0,0.0,0,0.0,10,100.0
playground,4,0,0.0,0,0.0,4,100.0
Midway Fast,80,0,0.0,0,0.0,80,100.0
dag-vps-export-as400,100,0,0.0,0,0.0,100,100.0
Módulo Base WordPress,12,0,0.0,0,0.0,12,100.0
bases-ocupacao,1,0,0.0,0,0.0,1,100.0
config-server-prd,41,0,0.0,0,0.0,41,100.0
portal-sua-fatura,100,0,0.0,0,0.0,100,100.0
portal-de-vendas-OLD,6,0,0.0,0,0.0,6,100.0
teste-schedule,2,0,0.0,0,0.0,2,100.0
ingress-commons,1,0,0.0,0,0.0,1,100.0
ms-oauth-server,1,0,0.0,0,0.0,1,100.0
ms-auth,1,0,0.0,0,0.0,1,100.0
integration-tests,2,0,0.0,0,0.0,2,100.0
dataflow-full-hibrido-gcp,100,0,0.0,0,0.0,100,100.0
pipeline-cip-histcred,100,0,0.0,0,0.0,100,100.0
dag-test,1,0,0.0,0,0.0,1,100.0
modelos-score-service,85,0,0.0,0,0.0,85,100.0
nginx-custom-error-pages-gke,1,0,0.0,0,0.0,1,100.0
ms-positive,100,0,0.0,0,0.0,100,100.0
dag-copy-cp-prod-homolog,41,0,0.0,0,0.0,41,100.0
airflow-admin-config,90,0,0.0,0,0.0,90,100.0
real-time-big-data-analytics,1,0,0.0,0,0.0,1,100.0
socketservice-web,1,0,0.0,0,0.0,1,100.0
anonymize-databases,4,0,0.0,0,0.0,4,100.0
dag-remove-bt-column,1,0,0.0,0,0.0,1,100.0
pipeline-load-multiscore,100,0,0.0,0,0.0,100,100.0
dataflow-as400-to-gcp-new-name,15,0,0.0,0,0.0,15,100.0
dataflow-statusconsumidor-to-gcp,100,0,0.0,0,0.0,100,100.0
nginx-ingress-controller,1,0,0.0,0,0.0,1,100.0
dataflow-onpremises-to-gcp,97,0,0.0,0,0.0,97,100.0
ConsultaCoreLib,7,0,0.0,0,0.0,7,100.0
nginx-custom-error-pages,1,0,0.0,0,0.0,1,100.0
ProductModularCore,18,0,0.0,0,0.0,18,100.0
scrbhvhibcartaomlv2,11,0,0.0,0,0.0,11,100.0
scrbhvnegcartaomlv2,23,0,0.0,0,0.0,23,100.0
Arquivei_estudo,10,0,0.0,0,0.0,10,100.0
ingress-decision,3,0,0.0,0,0.0,3,100.0
model-monitor-dataflow-bkp,1,0,0.0,0,0.0,1,100.0
login-service-ejb,77,0,0.0,0,0.0,77,100.0
socket-service,80,0,0.0,0,0.0,80,100.0
score-positivo-xml,100,0,0.0,0,0.0,100,100.0
preciso-xml,60,0,0.0,0,0.0,60,100.0
score-positivo-ejb,100,0,0.0,0,0.0,100,100.0
token-service,55,0,0.0,0,0.0,55,100.0
socket-login,92,0,0.0,0,0.0,92,100.0
session-control,53,0,0.0,0,0.0,53,100.0
seguradoras-web,40,0,0.0,0,0.0,40,100.0
seguradoras-ejb,43,0,0.0,0,0.0,43,100.0
preciso-ejb,88,0,0.0,0,0.0,88,100.0
modular-pj-xml,30,0,0.0,0,0.0,30,100.0
relatorio-imobiliario-web,6,0,0.0,0,0.0,6,100.0
relatorio-imobiliario-service-ejb,6,0,0.0,0,0.0,6,100.0
reciprocidade-web,100,0,0.0,0,0.0,100,100.0
radar-pessoal-parcerias-web,4,0,0.0,0,0.0,4,100.0
modular-pj-web,100,0,0.0,0,0.0,100,100.0
positivo-identificacao,11,0,0.0,0,0.0,11,100.0
modular-pj-ejb,100,0,0.0,0,0.0,100,100.0
modular-administrativo-ejb,68,0,0.0,0,0.0,68,100.0
pessoal-plus-ejb,29,0,0.0,0,0.0,29,100.0
pessoa-fisica-web,17,0,0.0,0,0.0,17,100.0
ordernar-grafia-service-web,5,0,0.0,0,0.0,5,100.0
ordernar-grafia-service-ejb,5,0,0.0,0,0.0,5,100.0
testerepomodelov2,0,0,0,0,0,0,0
pessoa-fisica-ejb,39,0,0.0,0,0.0,39,100.0
familia-pessoal-xml,95,0,0.0,0,0.0,95,100.0
familia-pessoal-web,81,0,0.0,0,0.0,81,100.0
mainframe-bridge-web,6,0,0.0,0,0.0,6,100.0
modular-pf-xml,44,0,0.0,0,0.0,44,100.0
logs-web,4,0,0.0,0,0.0,4,100.0
log-service-web,9,0,0.0,0,0.0,9,100.0
log-service-ejb,15,0,0.0,0,0.0,15,100.0
localizacao-politico-geografico-web,10,0,0.0,0,0.0,10,100.0
localizacao-politico-geografico-ejb,17,0,0.0,0,0.0,17,100.0
legacy-transaction-web,50,0,0.0,0,0.0,50,100.0
informacoes-cadastrais-ejb,26,0,0.0,0,0.0,26,100.0
grupos-ejb,5,0,0.0,0,0.0,5,100.0
fornecedores-web,6,0,0.0,0,0.0,6,100.0
novo-relatorio-marketing-service-web,5,0,0.0,0,0.0,5,100.0
fornecedores-ejb,12,0,0.0,0,0.0,12,100.0
modular-pf-ejb,86,0,0.0,0,0.0,86,100.0
empresarial-web,87,0,0.0,0,0.0,87,100.0
empresarial-string-web,42,0,0.0,0,0.0,42,100.0
factor-web,24,0,0.0,0,0.0,24,100.0
empresarial-ejb,100,0,0.0,0,0.0,100,100.0
empresarial-completo-xml,52,0,0.0,0,0.0,52,100.0
factor-ejb,77,0,0.0,0,0.0,77,100.0
DLP,1,0,0.0,0,0.0,1,100.0
Poc Rp,0,0,0,0,0,0,0
202104_FINTECHS,2,0,0.0,0,0.0,2,100.0
blog-consumidor-positivo,100,0,0.0,0,0.0,100,100.0
CPOps,1,0,0.0,0,0.0,1,100.0
devsecops,2,0,0.0,0,0.0,2,100.0
dataproc-anvisa,22,0,0.0,0,0.0,22,100.0
reciprocidade-web,4,0,0.0,0,0.0,4,100.0
acerta-negativo-ejb,61,0,0.0,0,0.0,61,100.0
template-php8-dockerfile,3,0,0.0,0,0.0,3,100.0
Santander_Bens_Veiculos,100,0,0.0,0,0.0,100,100.0
scpc-basico-contrato,11,0,0.0,0,0.0,11,100.0
bvsas-model-opbk,60,0,0.0,0,0.0,60,100.0
Safra,7,0,0.0,0,0.0,7,100.0
PortoSeg,1,0,0.0,0,0.0,1,100.0
Juvo,64,0,0.0,0,0.0,64,100.0
BMW_PJ,1,0,0.0,0,0.0,1,100.0
Acordo_Certo,61,0,0.0,0,0.0,61,100.0
template-php-gke,100,0,0.0,0,0.0,100,100.0
ConsultaCSR60Lib,20,0,0.0,0,0.0,20,100.0
user-service,100,0,0.0,0,0.0,100,100.0
CONSUMOPRES_POSeNEG_PF,0,0,0,0,0,0,0
gke-template-php,1,0,0.0,0,0.0,1,100.0
bvsas-vps-open-banking,1,0,0.0,0,0.0,1,100.0
entity-product-socket-performance-tests,3,0,0.0,0,0.0,3,100.0
Perfil Positivo,3,0,0.0,0,0.0,3,100.0
blacklist-cems-sms,4,0,0.0,0,0.0,4,100.0
Santander_adm_bens,2,0,0.0,0,0.0,2,100.0
bvs-global-config,97,0,0.0,0,0.0,97,100.0
bvs-storage,67,0,0.0,0,0.0,67,100.0
bvs-pubsub,49,0,0.0,0,0.0,49,100.0
bvs-memorystore,43,0,0.0,0,0.0,43,100.0
bvs-instance,50,0,0.0,0,0.0,50,100.0
bvs-dataproc,47,0,0.0,0,0.0,47,100.0
bvs-bigquery,46,0,0.0,0,0.0,46,100.0
bvs-cloudsql,95,0,0.0,0,0.0,95,100.0
bvs-project_services,3,0,0.0,0,0.0,3,100.0
bvs-labels,61,0,0.0,0,0.0,61,100.0
scrcrdnegdemaispjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdpnmdemaispjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdpnmepppjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdnegepppjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdpnmmepjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdnegmeipjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdpnmmeipjmlv1,8,0,0.0,0,0.0,8,100.0
scrcrdpnm12mpjmlv3,12,0,0.0,0,0.0,12,100.0
scrcrdneg12mpjmlv3,6,0,0.0,0,0.0,6,100.0
blacklist-CEMS,21,0,0.0,0,0.0,21,100.0
openbanking,0,0,0,0,0,0,0
Modelo_FPD,1,0,0.0,0,0.0,1,100.0
FortBrasil Fast,48,0,0.0,0,0.0,48,100.0
Santander_Segmentacao,11,0,0.0,0,0.0,11,100.0
Rais,54,0,0.0,0,0.0,54,100.0
Sintegra,40,0,0.0,0,0.0,40,100.0
acerta-positivo-xml,54,0,0.0,0,0.0,54,100.0
transform-to-client-layout,100,0,0.0,0,0.0,100,100.0
advanced_analytics-playground,4,0,0.0,0,0.0,4,100.0
Santander Admissao,100,0,0.0,0,0.0,100,100.0
mlops-playground,4,0,0.0,0,0.0,4,100.0
scrcrdhibzemaepmlv2,5,0,0.0,0,0.0,5,100.0
scrcrdnegzemaepmlv2,7,0,0.0,0,0.0,7,100.0
scrcrdnegmepjmlv1,8,0,0.0,0,0.0,8,100.0
se-debitos-prescritos,5,0,0.0,0,0.0,5,100.0
Omni_estudo,3,0,0.0,0,0.0,3,100.0
dag-full-service,44,0,0.0,0,0.0,44,100.0
acerta-positivo-xml,43,0,0.0,0,0.0,43,100.0
bvs-kubernetes,100,0,0.0,0,0.0,100,100.0
portal-frontend,100,0,0.0,0,0.0,100,100.0
hub-protestos,25,0,0.0,0,0.0,25,100.0
job-status,9,0,0.0,0,0.0,9,100.0
miscellaneous,6,0,0.0,0,0.0,6,100.0
model-monitor-dataflow-lophius,1,0,0.0,0,0.0,1,100.0
model-monitor-dataflow-mis,1,0,0.0,0,0.0,1,100.0
model-monitor-dataflow-consulta,1,0,0.0,0,0.0,1,100.0
bvsas-tipo-valor-open-banking,12,0,0.0,0,0.0,12,100.0
in-debitos-prescritos,3,0,0.0,0,0.0,3,100.0
credit-services-env-settings,100,0,0.0,0,0.0,100,100.0
proativo-varejista-vestuario,10,0,0.0,0,0.0,10,100.0
Modelo PJ P3,1,0,0.0,0,0.0,1,100.0
GitFlow Apresentação,0,0,0,0,0,0,0
GERENCIAMENTO-CARTEIRA-JOB-PLSQL,22,0,0.0,0,0.0,22,100.0
dataflow-gera-arquivo-full-gcp,88,0,0.0,0,0.0,88,100.0
ms-email,1,0,0.0,0,0.0,1,100.0
bff-frontend,1,0,0.0,0,0.0,1,100.0
ms-scim,1,0,0.0,0,0.0,1,100.0
ms-sms,1,0,0.0,0,0.0,1,100.0
scrcrdnegzemaepmlv1,5,0,0.0,0,0.0,5,100.0
socket-login,41,0,0.0,0,0.0,41,100.0
scrcrdhibzemaepmlv1,4,0,0.0,0,0.0,4,100.0
socket-avalie-multi-score,69,0,0.0,0,0.0,69,100.0
entity-products-scpcbalcao-http-api,5,0,0.0,0,0.0,5,100.0
owasp-zap,1,0,0.0,0,0.0,1,100.0
socket-avalie-multi-score,100,0,0.0,0,0.0,100,100.0
Owasp zap,3,0,0.0,0,0.0,3,100.0
nginx-ingress-controller,14,0,0.0,0,0.0,14,100.0
scpc-basico-ejb,76,0,0.0,0,0.0,76,100.0
scpc-basico-web,100,0,0.0,0,0.0,100,100.0
Santander_NTomador,76,0,0.0,0,0.0,76,100.0
Jeitto,64,0,0.0,0,0.0,64,100.0
dag-export-consumidor,14,0,0.0,0,0.0,14,100.0
empresarial-completo-ejb,66,0,0.0,0,0.0,66,100.0
define-negativo-xml,100,0,0.0,0,0.0,100,100.0
define-negativo-web,100,0,0.0,0,0.0,100,100.0
define-negativo-ejb,100,0,0.0,0,0.0,100,100.0
efx-service-web,6,0,0.0,0,0.0,6,100.0
efx-service-ejb,5,0,0.0,0,0.0,5,100.0
documentos-web,12,0,0.0,0,0.0,12,100.0
efx11-xml,60,0,0.0,0,0.0,60,100.0
efx11-ejb,71,0,0.0,0,0.0,71,100.0
documentos-service-ejb,8,0,0.0,0,0.0,8,100.0
define-positivo-xml,100,0,0.0,0,0.0,100,100.0
define-positivo-web,100,0,0.0,0,0.0,100,100.0
define-positivo-ejb,100,0,0.0,0,0.0,100,100.0
acertaja-tim-bridge-service-web,100,0,0.0,0,0.0,100,100.0
acertaja-bridge-service,24,0,0.0,0,0.0,24,100.0
consulta-scpc-web,14,0,0.0,0,0.0,14,100.0
acerta-positivo-xml,100,0,0.0,0,0.0,100,100.0
csr-rest-web,21,0,0.0,0,0.0,21,100.0
consulta-renda-presumida-web,7,0,0.0,0,0.0,7,100.0
consulta-renda-presumida-ejb,21,0,0.0,0,0.0,21,100.0
censo-setor-municipio-web,10,0,0.0,0,0.0,10,100.0
censo-setor-municipio-ejb,27,0,0.0,0,0.0,27,100.0
cadastro-anvisa-web,14,0,0.0,0,0.0,14,100.0
bridge-service-web,6,0,0.0,0,0.0,6,100.0
broker-web,11,0,0.0,0,0.0,11,100.0
cadastro-anvisa-ejb,87,0,0.0,0,0.0,87,100.0
auditoria-consulta-service,82,0,0.0,0,0.0,82,100.0
alerta-30-dias,71,0,0.0,0,0.0,71,100.0
auditoria-consulta-ejb,58,0,0.0,0,0.0,58,100.0
acerta-positivo-web,100,0,0.0,0,0.0,100,100.0
login-service-web,7,0,0.0,0,0.0,7,100.0
acerta-positivo-ejb,100,0,0.0,0,0.0,100,100.0
acerta-negativo-web,100,0,0.0,0,0.0,100,100.0
acerta-negativo-xml,100,0,0.0,0,0.0,100,100.0
acerta-negativo-ejb,100,0,0.0,0,0.0,100,100.0
entity-product-http-api,2,0,0.0,0,0.0,2,100.0
entity-product-socket-api,4,0,0.0,0,0.0,4,100.0
Services Facade,3,0,0.0,0,0.0,3,100.0
portal-bff,100,0,0.0,0,0.0,100,100.0
scrcrdnegmarisaepmlv2,9,0,0.0,0,0.0,9,100.0
ms-dbcache,1,0,0.0,0,0.0,1,100.0
ms-mktplace,100,0,0.0,0,0.0,100,100.0
scrcrdhibmarisaepmlv2,9,0,0.0,0,0.0,9,100.0
msv-qk-af-kba,2,0,0.0,0,0.0,2,100.0
bvs-core-super-bom-parent,13,0,0.0,0,0.0,13,100.0
msv-qk-af-gateway,2,0,0.0,0,0.0,2,100.0
bvs-core-project-useful,5,0,0.0,0,0.0,5,100.0
tensor_flow,1,0,0.0,0,0.0,1,100.0
OS,35,0,0.0,0,0.0,35,100.0
pipeline-cadastral,1,0,0.0,0,0.0,1,100.0
mock-api-features-analytics,2,0,0.0,0,0.0,2,100.0
feature-toggle,1,0,0.0,0,0.0,1,100.0
indicadores-positivo,22,0,0.0,0,0.0,22,100.0
di-excluidos,5,0,0.0,0,0.0,5,100.0
scrcrdhibneuraltest,7,0,0.0,0,0.0,7,100.0
Validacao_SDK,63,0,0.0,0,0.0,63,100.0
santander_gestao_tomador_nao_tomador,2,0,0.0,0,0.0,2,100.0
ms-dbcache,100,0,0.0,0,0.0,100,100.0
Omni - Demanda Extra,29,0,0.0,0,0.0,29,100.0
santander_gestao_unico,6,0,0.0,0,0.0,6,100.0
Calcard,6,0,0.0,0,0.0,6,100.0
anonymization_input_schemas,3,0,0.0,0,0.0,3,100.0
msv-qk-af-security-auth,12,0,0.0,0,0.0,12,100.0
model-monitor-admin,2,0,0.0,0,0.0,2,100.0
dag-export-bradesco,7,0,0.0,0,0.0,7,100.0
scrrecpnmalinpfmlv1,10,0,0.0,0,0.0,10,100.0
portal-boavista-servicos-v2,100,0,0.0,0,0.0,100,100.0
scrrechib361dmaispfmlv1,5,0,0.0,0,0.0,5,100.0
scrrecpnm181a360dpfmlv1,14,0,0.0,0,0.0,14,100.0
scrrechib181a360dpfmlv1,1,0,0.0,0,0.0,1,100.0
scrrecpnm91a180dpfmlv1,10,0,0.0,0,0.0,10,100.0
scrrecpnm61a90dpfmlv1,10,0,0.0,0,0.0,10,100.0
scrrechib05a60dpfmlv1,5,0,0.0,0,0.0,5,100.0
Módulo Ecommerce WooCommerce,100,0,0.0,0,0.0,100,100.0
credit-services-config-server,52,0,0.0,0,0.0,52,100.0
Teste Pypiserver,2,0,0.0,0,0.0,2,100.0
credit-services-env-settings,100,0,0.0,0,0.0,100,100.0
entity-products-tests,10,0,0.0,0,0.0,10,100.0
bvs-core-project-useful,17,0,0.0,0,0.0,17,100.0
entity-products-mulesoft,1,0,0.0,0,0.0,1,100.0
API Absorção Legado Espelho,82,0,0.0,0,0.0,82,100.0
wpbot_scale,100,0,0.0,0,0.0,100,100.0
monitoring-alerts-to-kanbanize,100,0,0.0,0,0.0,100,100.0
pipeline-cip-rotinas-diarias,100,0,0.0,0,0.0,100,100.0
quantico-core-api,100,0,0.0,0,0.0,100,100.0
Dynatrace,4,0,0.0,0,0.0,4,100.0
sample-service-bigtable,4,0,0.0,0,0.0,4,100.0
wikidev,9,0,0.0,0,0.0,9,100.0
Santander Fast - Bens e Veiculos,34,0,0.0,0,0.0,34,100.0
saldo-bradesco,5,0,0.0,0,0.0,5,100.0
ms-sms,3,0,0.0,0,0.0,3,100.0
backoffice-dw-relatorio,3,0,0.0,0,0.0,3,100.0
backoffice-dw-etl,13,0,0.0,0,0.0,13,100.0
backoffice-dw-cubo,3,0,0.0,0,0.0,3,100.0
backoffice-crm-isbvs,100,0,0.0,0,0.0,100,100.0
backoffice-crm-barramento,31,0,0.0,0,0.0,31,100.0
backoffice-bi-portalbi,3,0,0.0,0,0.0,3,100.0
backoffice-bi-relatorio,4,0,0.0,0,0.0,4,100.0
backoffice-bi-cubo,7,0,0.0,0,0.0,7,100.0
backoffice-bi-etl,7,0,0.0,0,0.0,7,100.0
dashboard-ingestao,7,0,0.0,0,0.0,7,100.0
docs,2,0,0.0,0,0.0,2,100.0
scrprophibccpfmlv1,15,0,0.0,0,0.0,15,100.0
scrpropnegccpfmlv1,11,0,0.0,0,0.0,11,100.0
docker-image,8,0,0.0,0,0.0,8,100.0
santander-fast-telemarketing,13,0,0.0,0,0.0,13,100.0
Carrefour,81,0,0.0,0,0.0,81,100.0
Santander Fast - Abertura de Conta,16,0,0.0,0,0.0,16,100.0
npm,40,0,0.0,0,0.0,40,100.0
scrproppnmmotospfmlv1,11,0,0.0,0,0.0,11,100.0
BigQueryDb,1,0,0.0,0,0.0,1,100.0
ingestao-debitos,40,0,0.0,0,0.0,40,100.0
strapi,100,0,0.0,0,0.0,100,100.0
bff-app-consumidor,98,0,0.0,0,0.0,98,100.0
mock-api-features-analytics,2,0,0.0,0,0.0,2,100.0
positivo-painel-controle,49,0,0.0,0,0.0,49,100.0
ansible-role-neo4j,75,0,0.0,0,0.0,75,100.0
docker-image,3,0,0.0,0,0.0,3,100.0
consulta-mainframe-service-lib,2,0,0.0,0,0.0,2,100.0
restrito,37,0,0.0,0,0.0,37,100.0
score-positivo-xml,100,0,0.0,0,0.0,100,100.0
solicitacao,34,0,0.0,0,0.0,34,100.0
score-positivo-ejb-client,16,0,0.0,0,0.0,16,100.0
score-positivo-ejb,100,0,0.0,0,0.0,100,100.0
score-positivo-xml-schemas,3,0,0.0,0,0.0,3,100.0
portal-boavista-servicos-wp-vip,35,0,0.0,0,0.0,35,100.0
bvsft,4,0,0.0,0,0.0,4,100.0
msr-qk-af-marketing-consumer,12,0,0.0,0,0.0,12,100.0
feature-toggle,1,0,0.0,0,0.0,1,100.0
Project Padrao Python,69,0,0.0,0,0.0,69,100.0
Loadtests,1,0,0.0,0,0.0,1,100.0
poc-msr-qk-af-test,2,0,0.0,0,0.0,2,100.0
Auto_fe_com_ft,0,0,0,0,0,0,0
bff-app-consumidor,1,0,0.0,0,0.0,1,100.0
function-portfolio-management,100,0,0.0,0,0.0,100,100.0
batch_file_watcher,100,0,0.0,0,0.0,100,100.0
auditoria-client-executor,17,0,0.0,0,0.0,17,100.0
bvsas-cartoespf-cc_tr_prx_06m,13,0,0.0,0,0.0,13,100.0
API Login,100,0,0.0,0,0.0,100,100.0
bvsas-cartoespf-teste,19,0,0.0,0,0.0,19,100.0
bvs-toolbox,100,0,0.0,0,0.0,100,100.0
quantico-ai-models,4,0,0.0,0,0.0,4,100.0
Migracao Oracle Postgresql,8,0,0.0,0,0.0,8,100.0
entity-products-api,100,0,0.0,0,0.0,100,100.0
scrcrdnegmarisaepmlv1,8,0,0.0,0,0.0,8,100.0
Stone Age,1,0,0.0,0,0.0,1,100.0
scrcrdhibmarisaepmlv1,9,0,0.0,0,0.0,9,100.0
modus-operandi,100,0,0.0,0,0.0,100,100.0
positivo-comunicado,1,0,0.0,0,0.0,1,100.0
positivo-historico-sem-pagamento,74,0,0.0,0,0.0,74,100.0
positivo-historico-pagamento-mensal,100,0,0.0,0,0.0,100,100.0
positivo-historico-comportamento,71,0,0.0,0,0.0,71,100.0
positivo-contrato,72,0,0.0,0,0.0,72,100.0
positivo-client,1,0,0.0,0,0.0,1,100.0
positivo-identificacao,100,0,0.0,0,0.0,100,100.0
positivo-common,1,0,0.0,0,0.0,1,100.0
restart-bvcp,7,0,0.0,0,0.0,7,100.0
scrcrdhibpfbotinaerocporlv1,9,0,0.0,0,0.0,9,100.0
scrcrdnegpfbotinaerocporlv1,8,0,0.0,0,0.0,8,100.0
scrcrdnegpfbotinaeroonrlv1,15,0,0.0,0,0.0,15,100.0
cadpos-ingest,100,0,0.0,0,0.0,100,100.0
grava-session,3,0,0.0,0,0.0,3,100.0
internal-ingress-vivoservico,1,0,0.0,0,0.0,1,100.0
cadpos-ingest-trash,100,0,0.0,0,0.0,100,100.0
relatorio-marketing-service-web,1,0,0.0,0,0.0,1,100.0
Santander Veiculos,16,0,0.0,0,0.0,16,100.0
painel-protestos,4,0,0.0,0,0.0,4,100.0
Databricks Spark-XML,6,0,0.0,0,0.0,6,100.0
Santander_CMC,4,0,0.0,0,0.0,4,100.0
Santander Fast - Bens,28,0,0.0,0,0.0,28,100.0
Santander-CMC_Admissao,66,0,0.0,0,0.0,66,100.0
se-excluidos,10,0,0.0,0,0.0,10,100.0
portal-transacional,3,0,0.0,0,0.0,3,100.0
Santander_CC_Tomador,5,0,0.0,0,0.0,5,100.0
poc-redis,7,0,0.0,0,0.0,7,100.0
ms-email,100,0,0.0,0,0.0,100,100.0
app-consumidor-backoffice,5,0,0.0,0,0.0,5,100.0
consulta-cadastro-anvisa-lib,1,0,0.0,0,0.0,1,100.0
converted-online-batch-transactions,43,0,0.0,0,0.0,43,100.0
features-recalc,4,0,0.0,0,0.0,4,100.0
apache-superset,1,0,0.0,0,0.0,1,100.0
