=== RELATÓRIO DE ADOÇÃO DE INTELIGÊNCIA ARTIFICIAL (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 19:37:00
""
RESUMO POR PROJETO
Projeto,Grupo,Usuários Commits,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA,% do Total Geral
perfil-service-websphere,backoffice/portais,1,1,0,0.0,1,100.0,0.0022
gerenciamento-carteira,backoffice/portais,1,1,0,0.0,1,100.0,0.0022
analytika-protege,api-bvs/produtos-incentivados/v1,2,9,0,0.0,9,100.0,0.0198
corporativo-web,backoffice/portais,2,10,0,0.0,10,100.0,0.022
harness,argocd,2,10,0,0.0,10,100.0,0.022
study_willbank,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
cdc-acoes-bvs-data-us,argocd,2,10,0,0.0,10,100.0,0.022
Umbrella,portais/sia-cloud,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_timlive,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
da-subscriber-midias-negativas,tech/site-reliability-engineering/data/dados-alternativos,2,10,0,0.0,10,100.0,0.022
da-subscriber-midias-negativas,data/dados-inovacao/archive/batch,2,11,0,0.0,11,100.0,0.0242
study_protestopj,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
alerta-30-dias-batch,credit-services/gerenciamento-carteira,1,2,0,0.0,2,100.0,0.0044
da-function-midias-negativas,data/dados-inovacao/archive/batch,2,16,0,0.0,16,100.0,0.0352
siacloud-frontend,tech/site-reliability-engineering/as400-mf/estruturante,2,10,0,0.0,10,100.0,0.022
Gerenciamento De Carteira Xml,credit-services/gerenciamento-carteira,2,3,0,0.0,3,100.0,0.0066
scr_crd_pj_ger_ger_clarofixo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
Siacloud frontend,as400-mf/estruturante,4,10,0,0.0,10,100.0,0.022
report-platform-developer-area,report-platform/customer-management,4,10,0,0.0,10,100.0,0.022
gerenciamento-de-carteira-web-service,credit-services/gerenciamento-carteira,6,10,0,0.0,10,100.0,0.022
Gerenciamento De Carteira Core,credit-services/gerenciamento-carteira,1,10,0,0.0,10,100.0,0.022
study_protestop5,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
sintegra-service-web,data/portais-manutencao,4,12,0,0.0,12,100.0,0.0264
Alerta Web,credit-services/gerenciamento-carteira,4,10,0,0.0,10,100.0,0.022
model_sampler,analytics/plataforma-analytics/ml_automations,2,10,0,0.0,10,100.0,0.022
gerenciamento-de-carteira-web,credit-services/gerenciamento-carteira,5,10,0,0.0,10,100.0,0.022
Gerenciamento Carteira Batch,credit-services/gerenciamento-carteira,3,6,0,0.0,6,100.0,0.0132
da-api-geo-subscriber,tech/site-reliability-engineering/data/dados-alternativos,1,10,0,0.0,10,100.0,0.022
scr_crd_pf_ccr_banc_bradesco,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_senff,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,3,9,0,0.0,9,100.0,0.0198
pipeline-ingestao-tabelas-dominios,tech/bigdata/data-engineering/dados-cadastrais,1,1,0,0.0,1,100.0,0.0022
da-api-geo-subscriber,data/dados-inovacao/archive/batch,2,12,0,0.0,12,100.0,0.0264
Bvs Credit Services Starter Encrypt teste,credit-services/starters,2,3,0,0.0,3,100.0,0.0066
splunk-data2-us,argocd,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_santander,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,4,7,0,0.0,7,100.0,0.0154
scr_crd_pf_crp_ger_nubank,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,3,7,0,0.0,7,100.0,0.0154
test_description,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_bvsnegpjp5_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/bvsnegpjp5/2023/pj,1,1,0,0.0,1,100.0,0.0022
dag-sample,analytics/plataforma-analytics/solucoes_e_delivery,2,3,0,0.0,3,100.0,0.0066
scr_bvspjp5michel_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/bvspjp5michel/2023/pj,4,10,0,0.0,10,100.0,0.022
test_testetools,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_bvspjp5_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/bvspjp5/2023/pj,1,1,0,0.0,1,100.0,0.0022
scr_bvsprojectpj_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/customizado/bvsprojectpj/2023/pj,1,1,0,0.0,1,100.0,0.0022
study_testmichelv87,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
teste-backoffice-tech-sp,argocd,2,10,0,0.0,10,100.0,0.022
da-function-geo-intmerc,data/dados-inovacao/archive/batch,2,16,0,0.0,16,100.0,0.0352
forge,konduto/mle/konduto-deletion_scheduled-7513,2,5,0,0.0,5,100.0,0.011
study_rendacaixa,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
scr_crd_pj_ger_define_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pj,4,12,0,0.0,12,100.0,0.0264
scr_crd_pj_ger_ger_claropj,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
fat_fpr_pj_ger_clasfat_bvs,analytics/plataforma-analytics/modelos-cea/mercado/faturamento_presumido/2023/pj,3,11,0,0.0,11,100.0,0.0242
scr_crd_pj_ger_mei_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pj,5,11,0,0.0,11,100.0,0.0242
cea-vps-interacao-pf-pj,analytics/plataforma-analytics/bvsas/cea-hist-feature-store,2,16,0,0.0,16,100.0,0.0352
scr_inferencia_pf_tel_ger_claro,analytics/plataforma-analytics/modelos-cea/customizado/inferencia/2023/pf,3,10,0,0.0,10,100.0,0.022
bvs-vault-secrets,tech/architecture/terraform-modules-group,4,10,0,0.0,10,100.0,0.022
analytika-api-external-newpipe,tech/site-reliability-engineering/analytics/analytika,2,2,0,0.0,2,100.0,0.0044
spark-data2-us,argocd,2,10,0,0.0,10,100.0,0.022
ms-model-monitor-v2,tech/site-reliability-engineering/analytics/monitoramento,3,10,0,0.0,10,100.0,0.022
portal-sua-fatura,portais,1,3,0,0.0,3,100.0,0.0066
portal-sua-fatura,tech/site-reliability-engineering/backoffice/portais,1,2,0,0.0,2,100.0,0.0044
Presidio,estruturantes/devsecjourney/logsafe,3,12,0,0.0,12,100.0,0.0264
api-mapas,tech/site-reliability-engineering/marketing-services/bluebox/site,4,10,0,0.0,10,100.0,0.022
analytika-api-external-newpipe,analytics/analytika,2,13,0,0.0,13,100.0,0.0286
litmus-tech-sp,argocd,1,10,0,0.0,10,100.0,0.022
portal-sua-fatura,tech/site-reliability-engineering/jornada-do-cliente/portais,3,10,0,0.0,10,100.0,0.022
DataLake,tech/bigdata/data-governance/data-lake,3,10,0,0.0,10,100.0,0.022
report-platform-customer-management-frontend,tech/site-reliability-engineering/report-platform/customer-management,2,10,0,0.0,10,100.0,0.022
Litmus Chaos,tech/site-reliability-engineering/devops-tools,1,10,0,0.0,10,100.0,0.022
report-platform-scpc-credit-group-service,tech/site-reliability-engineering/report-platform/data-services,4,10,0,0.0,10,100.0,0.022
splunk-data-us,argocd,2,10,0,0.0,10,100.0,0.022
cloud-platform-teste-canais-sp,argocd,2,10,0,0.0,10,100.0,0.022
report-platform-customer-management-produtos-sp,argocd,3,10,0,0.0,10,100.0,0.022
cea-sdk-data2-us,argocd,5,10,0,0.0,10,100.0,0.022
Api Mapas,marketing-services/bluebox/site,4,15,0,0.0,15,100.0,0.033
runner-v3,argocd,1,10,0,0.0,10,100.0,0.022
runner-v2,argocd,1,10,0,0.0,10,100.0,0.022
pipeline-cadastral-pessoa-fisica-qualidade-pessoa-relacionada,tech/bigdata/data-engineering/dados-cadastrais,1,1,0,0.0,1,100.0,0.0022
cea-sdk-backend,analytics/configuracoes-do-argocd,3,10,0,0.0,10,100.0,0.022
neo_fpdn_142,analytics/plataforma-analytics/modelos,1,1,0,0.0,1,100.0,0.0022
logs-service,tech/site-reliability-engineering/marketing-services/valida-id,1,10,0,0.0,10,100.0,0.022
frontend-configuracao-pedidos,tech/site-reliability-engineering/marketing-services/bluebox/site,6,10,0,0.0,10,100.0,0.022
splunk-tech-sp,argocd,3,10,0,0.0,10,100.0,0.022
logs-service,marketing-services/valida-id,6,12,0,0.0,12,100.0,0.0264
splunk-data-sp,argocd,2,10,0,0.0,10,100.0,0.022
splunk-canais-sp,argocd,2,10,0,0.0,10,100.0,0.022
pubsub-service,marketing-services/valida-id/libs,1,10,0,0.0,10,100.0,0.022
report-platform-adapter-produtos-sp,argocd,4,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_openco,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
test_testci,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_vei_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
SIASEDIP,report-platform/acelerator-online,2,7,0,0.0,7,100.0,0.0154
scr_crd_pf_crp_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
siaspdec,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,3,0,0.0,3,100.0,0.0066
FATSRCOD,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
siasccpu,tech/site-reliability-engineering/as400-mf/consumo/acelerador,3,4,0,0.0,4,100.0,0.0088
cpjsnire,tech/site-reliability-engineering/as400-mf/consumo/acelerador,3,6,0,0.0,6,100.0,0.0132
Siaspdec,as400-mf/consumo/acelerador,2,3,0,0.0,3,100.0,0.0066
siasfrdc,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,5,0,0.0,5,100.0,0.011
Siasccpu,as400-mf/consumo/acelerador,2,3,0,0.0,3,100.0,0.0066
Cpjsnire,as400-mf/consumo/acelerador,2,4,0,0.0,4,100.0,0.0088
adpshora,tech/site-reliability-engineering/as400-mf/consumo/acelerador,4,7,0,0.0,7,100.0,0.0154
fatscvep,tech/site-reliability-engineering/as400-mf/consumo/acelerador,2,10,0,0.0,10,100.0,0.022
Siasfrdc,as400-mf/consumo/acelerador,3,5,0,0.0,5,100.0,0.011
Adpshora,as400-mf/consumo/acelerador,3,7,0,0.0,7,100.0,0.0154
CPJSENDE,report-platform/acelerator-online,2,4,0,0.0,4,100.0,0.0088
Fatscvep,as400-mf/consumo/acelerador,3,7,0,0.0,7,100.0,0.0154
SIASVSIA,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
Forge,konduto/mle,3,10,0,0.0,10,100.0,0.022
generic-container-models-grpc-rs,analytics/plataforma-analytics/bvsas,2,13,0,0.0,13,100.0,0.0286
teste10,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste12,estruturantes/devsecjourney/cockpit/teste,3,6,0,0.0,6,100.0,0.0132
teste10,estruturantes/devsecjourney/cockpit/teste,2,6,0,0.0,6,100.0,0.0132
apps-of-bvs,argocd,1,10,0,0.0,10,100.0,0.022
dag-export-column-replace,analytics/plataforma-analytics/dags,4,11,0,0.0,11,100.0,0.0242
rnd_rpr_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/renda_presumida/2023/pf,1,1,0,0.0,1,100.0,0.0022
teste8,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste11,estruturantes/devsecjourney/cockpit/teste,3,6,0,0.0,6,100.0,0.0132
teste9,estruturantes/devsecjourney/cockpit/teste,2,6,0,0.0,6,100.0,0.0132
teste8,estruturantes/devsecjourney/cockpit/teste,1,10,0,0.0,10,100.0,0.022
COSSVSEN,report-platform/acelerator-online,2,3,0,0.0,3,100.0,0.0066
SIASABRV,report-platform/acelerator-online,3,4,0,0.0,4,100.0,0.0088
DPJSVPAS,report-platform/acelerator-online,4,11,0,0.0,11,100.0,0.0242
SIASSCRI,report-platform/acelerator-online,2,11,0,0.0,11,100.0,0.0242
dev-googl-as400-mig-produtos-sp,argocd,3,4,0,0.0,4,100.0,0.0088
COSSPTFT,report-platform/acelerator-online,2,5,0,0.0,5,100.0,0.011
SIASVMCS,report-platform/acelerator-online,1,1,0,0.0,1,100.0,0.0022
SMGSTGER,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
teste7,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
SPNSVHPN,report-platform/acelerator-online,2,3,0,0.0,3,100.0,0.0066
teste7,estruturantes/devsecjourney/cockpit/teste,3,6,0,0.0,6,100.0,0.0132
runner-platforma-relatorios,argocd,3,10,0,0.0,10,100.0,0.022
scr_sin_pf_vida_ger_daycoval,analytics/plataforma-analytics/modelos-cea/customizado/sinistro/2023/pf,1,1,0,0.0,1,100.0,0.0022
gitlab-tech-us,argocd,3,4,0,0.0,4,100.0,0.0088
SMGSVMBT,report-platform/acelerator-online,2,7,0,0.0,7,100.0,0.0154
feature-state,tech/site-reliability-engineering/analytics/plataforma-analytics,3,10,0,0.0,10,100.0,0.022
rnd_rndinf_pf_ger_banc_bvs,analytics/plataforma-analytics/modelos-cea/mercado/rndinf/2023/pf,1,1,0,0.0,1,100.0,0.0022
rnd_informada_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/informada/2023/pf,3,10,0,0.0,10,100.0,0.022
nire-lib-produtos-sp,argocd,1,1,0,0.0,1,100.0,0.0022
SPCSRGPS,report-platform/acelerator-online,2,3,0,0.0,3,100.0,0.0066
scr_rec_pf_ger_ger_cef,analytics/plataforma-analytics/modelos-cea/customizado/recuperacao_collection/2023/pf,4,9,0,0.0,9,100.0,0.0198
SIASGEMA,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
nire-lib,tech/site-reliability-engineering/as400-mf/comum,1,1,0,0.0,1,100.0,0.0022
Shared-tools,argocd,1,1,0,0.0,1,100.0,0.0022
SIASVRES,report-platform/acelerator-online,2,3,0,0.0,3,100.0,0.0066
FATSPSQP1,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
SIASVCHV,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
Nire lib,as400-mf/comum,2,5,0,0.0,5,100.0,0.011
cossgaud,tech/site-reliability-engineering/as400-mf/consumo/acelerador,4,10,0,0.0,10,100.0,0.022
SIASFTEL,report-platform/acelerator-online,2,6,0,0.0,6,100.0,0.0132
SIASNMAR,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
Cossgaud,as400-mf/consumo/acelerador,5,11,0,0.0,11,100.0,0.0242
SIASVFUL,report-platform/acelerator-online,2,4,0,0.0,4,100.0,0.0088
bvs-datastream,tech/architecture/terraform-modules-group,4,9,0,0.0,9,100.0,0.0198
captura-fontes-res6-interop-data-us,argocd,3,10,0,0.0,10,100.0,0.022
enrichment-process,tech/site-reliability-engineering/analytics/plataforma-analytics,3,10,0,0.0,10,100.0,0.022
FATSCCTR,report-platform/acelerator-online,2,3,0,0.0,3,100.0,0.0066
spring_openjdk11,estruturantes/devsecjourney/templates,1,10,0,0.0,10,100.0,0.022
FATSPT92,report-platform/acelerator-online,2,4,0,0.0,4,100.0,0.0088
CPJSABRV,report-platform/acelerator-online,2,2,0,0.0,2,100.0,0.0044
teste6,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
scr_fpd_pf_ccr_ger_calcard,analytics/plataforma-analytics/modelos-cea/customizado/first_payment_default/2023/pf,4,7,0,0.0,7,100.0,0.0154
SIASVEXT,report-platform/acelerator-online,2,5,0,0.0,5,100.0,0.011
teste5,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste6,estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
FATSTFAT,report-platform/acelerator-online,3,9,0,0.0,9,100.0,0.0198
DPJSVSDO,report-platform/acelerator-online,2,3,0,0.0,3,100.0,0.0066
teste-jonas-2,tech/site-reliability-engineering/portais/portal-auto-consulta,1,1,0,0.0,1,100.0,0.0022
teste4,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste3,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste2,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste4,estruturantes/devsecjourney/cockpit/teste,2,6,0,0.0,6,100.0,0.0132
teste5,estruturantes/devsecjourney/cockpit/teste,2,6,0,0.0,6,100.0,0.0132
teste3,estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste,tech/site-reliability-engineering/estruturantes/devsecjourney/cockpit/teste,1,1,0,0.0,1,100.0,0.0022
teste2,estruturantes/devsecjourney/cockpit/teste,2,6,0,0.0,6,100.0,0.0132
kyverno-policies,estruturantes/cloud-platform,1,10,0,0.0,10,100.0,0.022
kyverno,estruturantes/cloud-platform,2,10,0,0.0,10,100.0,0.022
Qa estruturantes,as400-mf/Qa,3,11,0,0.0,11,100.0,0.0242
sistemas-web,portais,7,15,0,0.0,15,100.0,0.033
define-positivo-front-new,tech/site-reliability-engineering/credit-services/define/positivo,2,4,0,0.0,4,100.0,0.0088
comportamental-registro,data,2,11,0,0.0,11,100.0,0.0242
dm-bacen-cartoes,analytics/plataforma-analytics/dags/dw-analytics,2,11,0,0.0,11,100.0,0.0242
reciprocidade-batch,credit-services/backend-compartilhado,1,6,0,0.0,6,100.0,0.0132
define-positivo-front-new,credit-services/define/positivo,2,2,0,0.0,2,100.0,0.0044
consumer-ecosystem-data2-us,argocd,5,10,0,0.0,10,100.0,0.022
redis-analytics-data-sp,argocd,4,10,0,0.0,10,100.0,0.022
forge,analytics/plataforma-analytics,1,1,0,0.0,1,100.0,0.0022
alerta-30-dias-xml-template,credit-services/servico-comum,5,18,0,0.0,18,100.0,0.0396
batch-baixa-parcial,tech/site-reliability-engineering/data/protestos-aquisicao,3,10,0,0.0,10,100.0,0.022
development-ecosystem-streamlit-sdk,analytics/configuracoes-do-argocd,2,10,0,0.0,10,100.0,0.022
dag-bq-operations,analytics/plataforma-analytics/dags/controle-operacional,1,1,0,0.0,1,100.0,0.0022
batch-baixa-parcial,data/protestos-aquisicao,3,11,0,0.0,11,100.0,0.0242
online-bvs-socket-hub-produtos-sp,argocd,4,10,0,0.0,10,100.0,0.022
Negativacao batch,as400-mf/negativacao,3,10,0,0.0,10,100.0,0.022
scr_crd_pj_ger_ger_gbc,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
redis,analytics/configuracoes-do-argocd,1,10,0,0.0,10,100.0,0.022
communication-service-as400-produtos-sp,argocd,3,10,0,0.0,10,100.0,0.022
api-exportacao-de-atributos,tech/site-reliability-engineering/marketing-services/bluebox,3,10,0,0.0,10,100.0,0.022
scr_crd_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2023/pj,1,1,0,0.0,1,100.0,0.0022
alerta,credit-services/gerenciamento-carteira,2,4,0,0.0,4,100.0,0.0088
Splunk,tech/site-reliability-engineering,4,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_bvcartoes,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,3,10,0,0.0,10,100.0,0.022
portal-negativacao-as400,tech/site-reliability-engineering/backoffice/portais,2,2,0,0.0,2,100.0,0.0044
report-platform-adapters-produtos-sp,argocd,3,10,0,0.0,10,100.0,0.022
portal-negativacao-as400,backoffice/portais,1,1,0,0.0,1,100.0,0.0022
communication-service-as400,tech/site-reliability-engineering/as400-mf,3,10,0,0.0,10,100.0,0.022
dataflow-protestos,tech/bigdata/platform/cdc/protestos,2,2,0,0.0,2,100.0,0.0044
dataflow_acoes,tech/bigdata/platform/cdc/acoes,3,7,0,0.0,7,100.0,0.0154
Communication service as400,as400-mf,4,11,0,0.0,11,100.0,0.0242
splunk-produtos-sp,argocd,3,10,0,0.0,10,100.0,0.022
carga-email,data/dados-cadastrais/consentimento,1,1,0,0.0,1,100.0,0.0022
pipeline-cadastral-pessoa-fisica-qualidade-telefone,tech/bigdata/data-engineering/dados-cadastrais,1,1,0,0.0,1,100.0,0.0022
pipeline-cadastral-pessoa-fisica-qualidade-documento,tech/bigdata/data-engineering/dados-cadastrais,1,1,0,0.0,1,100.0,0.0022
pipeline-cadastral-pessoa-fisica-qualidade-email,tech/bigdata/data-engineering/dados-cadastrais,1,1,0,0.0,1,100.0,0.0022
batch_common_response,data/dados-positivo/entrada/cadpos_batch/batch_libs,6,10,0,0.0,10,100.0,0.022
pipeline-cadastral-pessoa-fisica-qualidade-endereco,tech/bigdata/data-engineering/dados-cadastrais,1,1,0,0.0,1,100.0,0.0022
frontend-pivot-table,tech/site-reliability-engineering/marketing-services/bluebox/site,5,10,0,0.0,10,100.0,0.022
report-platform-products-bridge,tech/site-reliability-engineering/report-platform/adapters,3,10,0,0.0,10,100.0,0.022
Data_Pilot,analytics/solucoes-e-delivery,2,7,0,0.0,7,100.0,0.0154
Frontend Configuração Pedidos,marketing-services/bluebox/site,4,10,0,0.0,10,100.0,0.022
rnd_rpr_pf_ger_ger_original,analytics/plataforma-analytics/modelos-cea/customizado/renda_presumida/2023/pf,1,1,0,0.0,1,100.0,0.0022
report-platform-products-bridge,report-platform/adapters,5,11,0,0.0,11,100.0,0.0242
scr_crd_pf_ger_ger_claromovelv2,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
Consulta Conversor,credit-services/commons,1,1,0,0.0,1,100.0,0.0022
gerenciamento-de-carteira,tech/site-reliability-engineering/gerenciamento-de-carteira,1,1,0,0.0,1,100.0,0.0022
define-xml,credit-services/define/negativo,2,9,0,0.0,9,100.0,0.0198
gerenciamento-de-carteira-produtos-sp,argocd,5,10,0,0.0,10,100.0,0.022
report-platform-scpc-credit-as400-produtos-sp,argocd,2,10,0,0.0,10,100.0,0.022
sample-rules,analytics/plataforma-analytics,1,10,0,0.0,10,100.0,0.022
quarkus-openjdk17-example,estruturantes/devsecjourney/microservices,1,7,0,0.0,7,100.0,0.0154
bvs-alloydb,tech/architecture/terraform-modules-group,4,10,0,0.0,10,100.0,0.022
bvs-vault-namespaces,tech/architecture/terraform-modules-group,3,10,0,0.0,10,100.0,0.022
bvs-vault-auth,tech/architecture/terraform-modules-group,2,9,0,0.0,9,100.0,0.0198
accept-service,tech/site-reliability-engineering/jornada-do-cliente/customer-portal,6,10,0,0.0,10,100.0,0.022
cdc-protestos,tech/bigdata/platform/cdc/protestos,1,10,0,0.0,10,100.0,0.022
scr_crd_pf_ccr_ger_bb,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,4,9,0,0.0,9,100.0,0.0198
scr_crd_pf_ger_ger_cmovel,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
DataflowTemplates,tech/bigdata/platform/cdc/acoes,2,7,0,0.0,7,100.0,0.0154
fat_fpr_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/faturamento_presumido/2023/pj,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_yamaha,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
Data migration,as400-mf,1,1,0,0.0,1,100.0,0.0022
cdc-acoes-ssl,tech/bigdata/platform/cdc/acoes,3,7,0,0.0,7,100.0,0.0154
scr_crd_pf_ger_ger_movel,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_claromovel,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
Api Exportação de Atributos,marketing-services/bluebox,3,10,0,0.0,10,100.0,0.022
cdc-db-acoes-civeis-ssl-upgrade,tech/bigdata/platform/iac-databases/acoes,2,3,0,0.0,3,100.0,0.0066
cdc-acoes-ssl-upgrade,tech/bigdata/platform/cdc/acoes,2,5,0,0.0,5,100.0,0.011
cloud-platform-canais,argocd,2,10,0,0.0,10,100.0,0.022
Extração de Base Negativada,analytics/solucoes-e-delivery/ciclo-de-cobranca,5,10,0,0.0,10,100.0,0.022
Geração Carteira Ativa - Excel,analytics/solucoes-e-delivery/ciclo-de-cobranca,3,10,0,0.0,10,100.0,0.022
cdc-db-acoes-civeis-ssl,tech/bigdata/platform/iac-databases/acoes,1,3,0,0.0,3,100.0,0.0066
Bvs Credit Services Starter Encrypt,credit-services/starters,3,10,0,0.0,10,100.0,0.022
pvt-models,konduto-private-sensitive,4,10,0,0.0,10,100.0,0.022
roteiros-modelagem-antifraude,konduto-private-sensitive,3,10,0,0.0,10,100.0,0.022
bvs-recaptcha,tech/architecture/terraform-modules-group,2,7,0,0.0,7,100.0,0.0154
maven-as-proxy,portais,2,8,0,0.0,8,100.0,0.0176
boilerplate-as400,argocd,2,10,0,0.0,10,100.0,0.022
ws soap as400,portais,2,15,0,0.0,15,100.0,0.033
nexus,tech/site-reliability-engineering/analytics,1,1,0,0.0,1,100.0,0.0022
boilerplate-bvs-online,tech/site-reliability-engineering/as400-mf,2,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_originalapplication,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
Boilerplate bvs online,as400-mf,2,6,0,0.0,6,100.0,0.0132
generic-container-models-grpc-analytika,analytics/configuracoes-do-argocd,1,10,0,0.0,10,100.0,0.022
bucket-files-manager,tech/site-reliability-engineering/credit-services/fullservices,1,10,0,0.0,10,100.0,0.022
Dependency Track,estruturantes/devsecjourney/devsecops,1,10,0,0.0,10,100.0,0.022
inibe-debitos-web,tech/site-reliability-engineering/data/portais-manutencao,3,10,0,0.0,10,100.0,0.022
historico-web,tech/site-reliability-engineering/data/portais-manutencao,3,6,0,0.0,6,100.0,0.0132
janitor-finops,tech/finops,2,10,0,0.0,10,100.0,0.022
terraform_module,estruturantes/devsecjourney/templates,2,5,0,0.0,5,100.0,0.011
scr_crd_pf_ccr_ger_sorocred,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,2,11,0,0.0,11,100.0,0.0242
scr_crd_pf_test_ger_herval,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
terraform_modulos,estruturantes/devsecjourney/dashboards,1,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_grupo_herval,analytics/plataforma-analytics/modelos-cea/customizado/credito/2023/pf,1,1,0,0.0,1,100.0,0.0022
historico-web,data/portais-manutencao,2,9,0,0.0,9,100.0,0.0198
generic-container-models-grpc-py3-10-0-plataforma,analytics/configuracoes-do-argocd,2,10,0,0.0,10,100.0,0.022
grpc-k8s-scaler,analytics/configuracoes-do-argocd,2,4,0,0.0,4,100.0,0.0088
